INCHIKEY,SMILES
ULSDMUVEXKOYBU-ZDUSSCGKSA-N,CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3
MWLSOWXNZPKENC-UHFFFAOYSA-N,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O
DWTTZBARDOXEAM-GXTWGEPZSA-N,CC1CCCC(CCCCCC2=C(C(=CC(=C2)O)O)C(=O)O1)O
HJMQDJPMQIHLPB-UHFFFAOYSA-N,COC1=C(C=CC(=C1)C2=NNC(=O)C=C2)OC(F)F
YEEZWCHGZNKEEK-UHFFFAOYSA-N,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
FACUYWPMDKTVFU-BYPYZUCNSA-N,C1=CN(C(=O)NC1=O)CC(C(=O)O)N
BCEHBSKCWLPMDN-MGPLVRAMSA-N,CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O
SGEWCQFRYRRZDC-VPRICQMDSA-N,C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4C(C(C(C(O4)CO)O)O)O)O
HHJUWIANJFBDHT-KOTLKJBCSA-N,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)N)O)O)CC)OC)C(=O)OC)O
OGWKCGZFUXNPDA-XQKSVPLYSA-N,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C=O)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
LNPDTQAFDNKSHK-UHFFFAOYSA-N,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N
HDOVUKNUBWVHOX-QMMMGPOBSA-N,CC(C)C(C(=O)OCCOCN1C=NC2=C1NC(=NC2=O)N)N
UWHZIFQPPBDJPM-FPLPWBNLSA-N,CCCCCCC=CCCCCCCCCCC(=O)O
LFTYTUAZOPRMMI-MPIASZHXSA-N,CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O
LFTYTUAZOPRMMI-NESSUJCYSA-N,CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O
LFTYTUAZOPRMMI-FTFHWYEPSA-N,CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O
ICMGLRUYEQNHPF-UHFFFAOYSA-N,CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC
GOTMKOSCLKVOGG-OAHLLOKOSA-N,CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)O)Cl
JAQGKXUEKGKTKX-HOTGVXAUSA-N,C1=CC(=CC=C1CC(C(=O)NC(CC2=CC=C(C=C2)O)C(=O)O)N)O
RMRFSFXLFWWAJZ-UHFFFAOYSA-N,C1=CC(=CC=C1CC(C(=O)NC(CC2=CC=C(C=C2)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)O)N)O
ZNRGQMMCGHDTEI-FUNVUKJBSA-N,CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43
NQPDXQQQCQDHHW-UHFFFAOYSA-N,CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl
RCKCYCDBDYUIGM-LFMHJWGUSA-N,C1CC(=O)C(C=C1)(C(=O)OCC2=CC=CC=C2OC3C(C(C(C(O3)CO)O)O)OC(=O)C4=CC=CC=C4)O
LABSPYBHMPDTEL-LIZSDCNHSA-N,C(C1C(C(C(C(O1)OC2C(C(C(C(O2)COP(=O)(O)O)O)O)O)O)O)O)O
HSTZMXCBWJGKHG-CUYWLFDKSA-N,C1=CC(=CC=C1C=CC2=CC(=CC(=C2)OC3C(C(C(C(O3)CO)O)O)O)O)O
NZHGWWWHIYHZNX-CSKARUKUSA-N,COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=CC=C2C(=O)O)OC
NGBFQHCMQULJNZ-UHFFFAOYSA-N,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C
UCFGDBYHRUNTLO-QHCPKHFHSA-N,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O
KJADKKWYZYXHBB-XBWDGYHZSA-N,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C
MWYHLEQJTQJHSS-UHFFFAOYSA-N,CCCC1=C(C=CC(=C1O)C(=O)C)OCCCCC2=NNN=N2
OOGJQPCLVADCPB-HXUWFJFHSA-N,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2
PBJUNZJWGZTSKL-MRXNPFEDSA-N,CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C
JPIJQSOTBSSVTP-GBXIJSLDSA-N,C(C(C(C(=O)O)O)O)O
DATAGRPVKZEWHA-YFKPBYRVSA-N,CCNC(=O)CCC(C(=O)O)N
VCKUSRYTPJJLNI-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC
RMMXLENWKUUMAY-UHFFFAOYSA-N,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C
JWXDRFUZDKKGDV-VAWYXSNFSA-N,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)OC
QJJXYPPXXYFBGM-LFZNUXCKSA-N,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
JMFWYRWPJVEZPV-UOCKATJYSA-N,COC1=CC(=CC(=C1O)OC)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O
KQKPFRSPSRPDEB-UHFFFAOYSA-N,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C
OQANPHBRHBJGNZ-BKUYFWCQSA-N,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NN=C3C=CC(=O)C(=C3)C(=O)O
QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)O
XNKLLVCARDGLGL-JGVFFNPUSA-N,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO
FBPFZTCFMRRESA-JGWLITMVSA-N,C(C(C(C(C(CO)O)O)O)O)O
GACTWZZMVMUKNG-SLPGGIOYSA-N,C(C(C(C(C(COP(=O)(O)O)O)O)O)O)O
ZBMZVLHSJCTVON-UHFFFAOYSA-N,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
XFTVOHWWEQGXLS-UHFFFAOYSA-N,CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)O)Br
LZFOPEXOUVTGJS-ONEGZZNKSA-N,COC1=CC(=CC(=C1O)OC)C=CCO
PCMORTLOPMLEFB-ONEGZZNKSA-N,COC1=CC(=CC(=C1O)OC)C=CC(=O)O
WWBNBPSEKLOHJU-BXLHIMNRSA-N,C1=CC(=CC=C1CC(=NOS(=O)(=O)O)SC2C(C(C(C(O2)CO)O)O)O)O
PUETUDUXMCLALY-HOTGVXAUSA-N,COC1=C(C=CC(=C1)CC(CO)C(CC2=CC(=C(C=C2)O)OC)CO)O
KQPKPCNLIDLUMF-UHFFFAOYSA-N,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C
GIIZNNXWQWCKIB-UHFFFAOYSA-N,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O
CQRYARSYNCAZFO-UHFFFAOYSA-N,C1=CC=C(C(=C1)CO)O
NDAUXUAQIAJITI-UHFFFAOYSA-N,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
YASAKCUCGLMORW-UHFFFAOYSA-N,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3
RZJQGNCSTQAWON-UHFFFAOYSA-N,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3
ULFRLSNUDGIQQP-UHFFFAOYSA-N,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3
NCDNCNXCDXHOMX-XGKFQTDJSA-N,CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O
FTALBRSUTCGOEG-UHFFFAOYSA-N,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
RISDZDVHYCURHD-XVNCQLTDSA-N,CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C(=O)C2=CNN5CCN(CC5)C6CCCC6)O)C
ATEBXHFBFRCZMA-VXTBVIBXSA-N,CC1C=CC=C(C(=O)NC2=C3C(=NC4(N3)CCN(CC4)CC(C)C)C5=C(C2=O)C(=C(C6=C5C(=O)C(O6)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)C
FAEKWTJYAYMJKF-QHCPKHFHSA-N,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
XKLMZUWKNUAPSZ-UHFFFAOYSA-N,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O
HDACQVRGBOVJII-JBDAPHQKSA-N,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O
IVTVGDXNLFLDRM-HNNXBMFYSA-N,CC1=NC(=O)C2=C(N1)C=CC(=C2)CN(C)C3=CC=C(S3)C(=O)NC(CCC(=O)O)C(=O)O
MUPFEKGTMRGPLJ-ZQSKZDJDSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O
WAOQONBSWFLFPE-VIFPVBQESA-N,CCN1CCCC1CNC(=O)C2=C(C(=CC(=C2OC)Cl)Cl)O
IGLUNMMNDNWZOA-LNNZMUSMSA-N,CC(=O)OCC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O
WRHZVMBBRYBTKZ-UHFFFAOYSA-N,C1=CNC(=C1)C(=O)O
VLEUZFDZJKSGMX-ONEGZZNKSA-N,COC1=CC(=CC(=C1)C=CC2=CC=C(C=C2)O)OC
BJHIKXHVCXFQLS-PUFIMZNGSA-N,C(C(C(C(C(=O)CO)O)O)O)O
GMVPRGQOIOIIMI-DWKJAMRDSA-N,CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O
LFULEKSKNZEWOE-UHFFFAOYSA-N,CCC(=O)NC1=CC(=C(C=C1)Cl)Cl
BMLMGCPTLHPWPY-REOHCLBHSA-N,C1C(NC(=O)S1)C(=O)O
ONPXCLZMBSJLSP-CSMHCCOUSA-N,C1CC([NH2+]C1)C(=O)N2CC(CC2C(=O)[O-])O
IENZQIKPVFGBNW-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC
TUZYXOIXSAXUGO-PZAWKZKUSA-N,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O
VGYFMXBACGZSIL-MCBHFWOFSA-N,C1CC1C2=NC3=CC=CC=C3C(=C2C=CC(CC(CC(=O)O)O)O)C4=CC=C(C=C4)F
QYSPLQLAKJAUJT-UHFFFAOYSA-N,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
HYAFETHFCAUJAY-UHFFFAOYSA-N,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3
IVVNZDGDKPTYHK-UHFFFAOYSA-N,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1
UUTKICFRNVKFRG-WDSKDSINSA-N,C1CC(=O)NC1C(=O)N2CSCC2C(=O)O
NBIIXXVUZAFLBC-UHFFFAOYSA-N,OP(=O)(O)O
CPEXFJVZFNYXGU-UHFFFAOYSA-N,C1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2O)O)O
BTNMPGBKDVTSJY-UHFFFAOYSA-N,C1=CC=C(C=C1)CC(=O)C(=O)O
DLNKOYKMWOXYQA-UHFFFAOYSA-N,CC(C(C1=CC=CC=C1)O)N
CMPQUABWPXYYSH-UHFFFAOYSA-N,C1=CC=C(C=C1)OP(=O)(O)O
JFLIEFSWGNOPJJ-JTQLQIEISA-N,C1=CC=C(C=C1)CC(=O)NC(CCC(=O)N)C(=O)O
NEZJDVYDSZTRFS-RMPHRYRLSA-N,C1=CC=C(C=C1)OC2C(C(C(C(O2)CO)O)O)O
NRNCYVBFPDDJNE-UHFFFAOYSA-N,C1=CC=C(C=C1)C2C(=O)N=C(O2)N
XAGMUUZPGZWTRP-ZETCQYMHSA-N,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2C4(CC4)N)F)C(=O)O
TZRHLKRLEZJVIJ-UHFFFAOYSA-N,CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C2=C(ON=C2C3=CC=CC=C3)C
ZFLIKDUSUDBGCD-UHFFFAOYSA-N,C1(=O)C(=O)NC(=O)N1
SNPLKNRPJHDVJA-ZETCQYMHSA-N,CC(C)(CO)C(C(=O)NCCCO)O
SECPZKHBENQXJG-FPLPWBNLSA-N,CCCCCCC=CCCCCCCCC(=O)O
ZEYHEAKUIGZSGI-UHFFFAOYSA-N,COC1=CC=C(C=C1)C(=O)O
SHZKQBHERIJWAO-AATRIKPKSA-N,C1=CC(=CC=C1CN2C=CN=C2)C=CC(=O)O
ICMWWNHDUZJFDW-CCTJMHFWSA-N,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC(=CO)C(=O)C4)C
ADIMAYPTOBDMTL-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O
OFPXSFXSNFPTHF-UHFFFAOYSA-N,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3
KHPXUQMNIQBQEV-UHFFFAOYSA-N,C(C(=O)C(=O)O)C(=O)O
UBRKDAVQCKZSPO-UHFFFAOYSA-N,CCN(CC)CC1CCCCN1CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4
IPWKIXLWTCNBKN-UHFFFAOYSA-N,CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-]
AHLBNYSZXLDEJQ-FWEHEUNISA-N,CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O
OIPPWFOQEKKFEE-UHFFFAOYSA-N,CC1=CC(=CC(=C1)O)O
JBIMVDZLSHOPLA-LSCVHKIXSA-N,CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O
VTRAEEWXHOVJFV-UHFFFAOYSA-N,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O
BNJOQKFENDDGSC-UHFFFAOYSA-N,C(CCCCCCCCC(=O)O)CCCCCCCC(=O)O
BSYNRYMUTXBXSQ-UHFFFAOYSA-N,CC(=O)OC1=CC=CC=C1C(=O)O
PVHUJELLJLJGLN-UHFFFAOYSA-N,CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OC)C)C
KJONHKAYOJNZEC-UHFFFAOYSA-N,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3
YQNQNVDNTFHQSW-UHFFFAOYSA-N,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-]
UIAGMCDKSXEBJQ-UHFFFAOYSA-N,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC
OEBPANQZQGQPHF-UHFFFAOYSA-N,CN1C(=CC(=O)N(C1=O)C)NCCN(CCCC2=CC=C(C=C2)[N+](=O)[O-])CCO
NOIIUHRQUVNIDD-UHFFFAOYSA-N,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2
GWHCXVQVJPWHRF-KTKRTIGZSA-N,CCCCCCCCC=CCCCCCCCCCCCCCC(=O)O
PKKMITFKYRCCOL-JMZFCNQTSA-N,CON1C=C(C2=CC=CC=C21)CC(=NOS(=O)(=O)O)SC3C(C(C(C(O3)CO)O)O)O
QAGYKUNXZHXKMR-HKWSIXNMSA-N,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O
CMWTZPSULFXXJA-VIFPVBQESA-N,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
WIYUZYBFCWCCQJ-IFKAHUTRSA-N,C1CC1CN2CCC34C5C6=C(CC3(C2CC7=C4C(=C(C=C7)O)O5)O)C8=CC=CC=C8N6
USVMJSALORZVDV-SDBHATRESA-N,CC(=CCNC1=C2C(=NC=N1)N(C=N2)C3C(C(C(O3)CO)O)O)C
RSPURTUNRHNVGF-IOSLPCCCSA-N,CN(C)C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)CO)O)O
JOCBASBOOFNAJA-UHFFFAOYSA-N,C(CS(=O)(=O)O)NC(CO)(CO)CO
XJWPISBUKWZALE-UHFFFAOYSA-N,CC(=O)NCCC1=CN=CN1
AKCRVYNORCOYQT-UHFFFAOYSA-N,CC(C)C(C(=O)O)NC
AXDLCFOOGCNDST-UHFFFAOYSA-N,CNC(CC1=CC=C(C=C1)O)C(=O)O
SCIFESDRCALIIM-VIFPVBQESA-N,C[NH2+]C(CC1=CC=CC=C1)C(=O)[O-]
XLBVNMSMFQMKEY-UHFFFAOYSA-N,CNC(CCC(=O)O)C(=O)O
DCICDMMXFIELDF-UHFFFAOYSA-N,CC(C)C(=O)NCC(=O)O
JYWNYMJKURVPFH-UHFFFAOYSA-N,CC(=O)NCCC(=O)C1=C(C=CC(=C1)OC)NC=O
PYUSHNKNPOHWEZ-YFKPBYRVSA-N,CSCCC(C(=O)O)NC=O
DTERQYGMUDWYAZ-ZETCQYMHSA-N,CC(=O)NCCCCC(C(=O)O)N
HKZNADVVGXKQDL-UHFFFAOYSA-N,CCC(C)(C)N=C(NC#N)NC1=CN=CC=C1
YAADMLWHGMUGQL-VOTSOKGWSA-N,C1=CC=C(C=C1)C=CC(=O)NCC(=O)O
USPFMEKVPDBMCG-LBPRGKRZSA-N,CC(C)CC(C(=O)O)NC(=O)OCC1=CC=CC=C1
CJUMAFVKTCBCJK-UHFFFAOYSA-N,C1=CC=C(C=C1)COC(=O)NCC(=O)O
KBOJOGQFRVVWBH-ZETCQYMHSA-N,CC(=O)NC(CC1=CN=CN1)C(=O)O
RFMMMVDNIPUKGG-YFKPBYRVSA-N,CC(=O)NC(CCC(=O)O)C(=O)O
NIDVTARKFBZMOT-PEBGCTIMSA-N,CC(=O)NC1=NC(=O)N(C=C1)C2C(C(C(O2)CO)O)O
OPVPGKGADVGKTG-BQBZGAKWSA-N,CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O
OTCCIMWXFLJLIA-BYPYZUCNSA-N,CC(=O)NC(CC(=O)O)C(=O)O
GYWXTRVEUURNEW-QPIWWKSXSA-N,C1CC(C(C1)O)NC2=C3C(=NC=N2)N(C=N3)C4C(C(C(O4)CO)O)O
YDGMGEXADBMOMJ-LURJTMIESA-N,CN(C)C(=NCCCC(C(=O)O)N)N
MSFSPUZXLOGKHJ-PGYHGBPZSA-N,CC(C(=O)O)OC1C(C(OC(C1O)CO)O)N
QAOAOVKBIIKRNL-UHFFFAOYSA-N,CC(C)C1=CC2=C(C=C1)N(C(=C2SC(C)(C)C)CC(C)(C)C(=O)O)CC3=CC=C(C=C3)Cl
PZRHRDRVRGEVNW-UHFFFAOYSA-N,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2
FBSFWRHWHYMIOG-UHFFFAOYSA-N,COC(=O)C1=CC(=C(C(=C1)O)O)O
FBOZXECLQNJBKD-ZDUSSCGKSA-N,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
QEFRNWWLZKMPFJ-YGVKFDHGSA-N,CS(=O)CCC(C(=O)O)N
JZKXXXDKRQWDET-UHFFFAOYSA-N,C1=CC(=CC(=C1)O)CC(C(=O)O)N
UYEUUXMDVNYCAM-UHFFFAOYSA-N,C1=CN=C2C(=N1)C(=O)NC(=O)N2
YMBXTVYHTMGZDW-UHFFFAOYSA-N,CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O
PSIFNNKUMBGKDQ-UHFFFAOYSA-N,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl
DIWRORZWFLOCLC-UHFFFAOYSA-N,C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl
FURUXTVZLHCCNA-AWEZNQCLSA-N,C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O
TYZROVQLWOKYKF-ZDUSSCGKSA-N,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
BGRJTUBHPOOWDU-NSHDSACASA-N,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC
ZKLPARSLTMPFCP-OAQYLSRUSA-N,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
POULHZVOKOAJMA-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)O
CFYMYCCYMJIYAB-UHFFFAOYSA-N,COC1=CC(=CC(=C1O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O
PYZRQGJRPPTADH-UHFFFAOYSA-N,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N
JTEGQNOMFQHVDC-NKWVEPMBSA-N,C1C(OC(S1)CO)N2C=CC(=NC2=O)N
GUBGYTABKSRVRQ-QKKXKWKRSA-N,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O
VQHSOMBJVWLPSR-JVCRWLNRSA-N,C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O
GKQPCPXONLDCMU-CCEZHUSRSA-N,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2C=CC(=O)OC(C)(C)C)C(=O)OCC)C)C
HKXMQLISPYELRD-UHFFFAOYSA-N,CS(=O)(=O)NC1=CC=C(C=C1)CC2=NOC(=N2)C3=CC4=C(C=C3)NC=C4CCN
HMJIYCCIJYRONP-UHFFFAOYSA-N,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC=CC3=NON=C32)C(=O)OC
GLKCOBIIZKYKFN-UHFFFAOYSA-N,C1=NC2=C(NC1=O)NC(=NC2=O)N
IZQSVPBOUDKVDZ-UHFFFAOYSA-N,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O
UIDGLYUNOUKLBM-GEBJFKNCSA-N,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)OC)O)O)O)O)O)O
CQLRUIIRRZYHHS-LFXZADKFSA-N,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O
OVSQVDMCBVZWGM-QSOFNFLRSA-N,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O
DLRVVLDZNNYCBX-RTPHMHGBSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O
AGPKZVBTJJNPAG-UHFFFAOYSA-N,CCC(C)C(C(=O)O)N
UWKQSNNFCGGAFS-XIFFEERXSA-N,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7
CGIGDMFJXJATDK-UHFFFAOYSA-N,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
CBVCZFGXHXORBI-PXQQMZJSSA-N,CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C(CC4=CC=CC=C34)O)O)CC5=CN=CC=C5
CRDNMYFJWFXOCH-BUHFOSPRSA-N,C1=CC=C2C(=C1)C(=C3C(=O)C4=CC=CC=C4N3)C(=O)N2
KTUFNOKKBVMGRW-UHFFFAOYSA-N,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
XDXDZDZNSLXDNA-TZNDIEGXSA-N,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O
XMIIGOLPHOKFCH-UHFFFAOYSA-N,C1=CC=C(C=C1)CCC(=O)O
FVYXIJYOAGAUQK-UHFFFAOYSA-N,C=CCC1=CC(=C(C=C1)O)C2=CC(=C(C=C2)O)CC=C
ZTVZLYBCZNMWCF-WDSKDSINSA-N,C(CSSCCC(C(=O)O)N)C(C(=O)O)N
CKDDRHZIAZRDBW-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCC(=O)O
GGXMRPUKBWXVHE-MIHLVHIWSA-N,CC1CC2C3CC(C4=CC(=O)C(=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)Cl)F
BLCLNMBMMGCOAS-URPVMXJPSA-N,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
STKYPAFSDFAEPH-UHFFFAOYSA-N,CC(C)C(C(=O)O)NC(=O)CN
XBGGUPMXALFZOT-VIFPVBQESA-N,C1=CC(=CC=C1CC(C(=O)O)NC(=O)CN)O
UIQGJYUEQDOODF-KWQFWETISA-N,CC(C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)CN
DKEXFJVMVGETOO-LURJTMIESA-N,CC(C)CC(C(=O)O)NC(=O)CN
KGVHCTWYMPWEGN-UHFFFAOYSA-N,CCC(C)C(C(=O)O)NC(=O)CN
